AR2633|Candlekeep (chapter 6), infirmary
AR2634|Unused
AR2635|Unused
AR2636|Unused
AR2637|Unused
AR2638|Unused
AR2639|Unused
AR2640|Unused
AR2641|Unused
AR2642|Unused
AR2643|Candlekeep (prologue), warehouse (Obe's party combat training)
AR2700|Lion's Way (E of Candlekeep, Gorion's ambush, Imoen, Xzar, Montaron)
AR2800|Coast Way (S of Friendly Arm Inn, destroyed caravan)
AR2900|Larswood (Teven, Osmadi, Corsone)
AR3000|Spider Wood (E of Larswood, Thayvian Red Wizards)
AR3100|Shipwreck's Coast (S of Candlekeep, Shoal, Droth, Mad Arcand, Surgeon)
AR3200|High Hedge, exterior (Kivan)
AR3201|High Hedge, generic house
AR3202|High Hedge, interior (Thalantyr)
AR3300|Beregost (Garrick, Jovial Juggler, Feldepost's Inn, Burning Wizard, Red Sheaf))
AR3301|Thunderhammer Smithy (Taerom Fuiruim)
AR3302|Generic home
AR3303|Red Sheaf, second floor
AR3304|Jovial Juggler, ground floor (Bjornin, Gurke)
AR3305|Jovial Juggler, second floor front (Oogie)
AR3306|Jovial Juggler, second floor rear
AR3307|Burning Wizard, ground floor (Zhurlong)
AR3308|Burning Wizard, second floor
AR3309|Generic home, ground floor
AR3310|Generic home, second floor
AR3311|Generic home, ground floor
AR3312|Generic home, second floor
AR3313|Mirianne's home, ground floor
AR3314|Mirianne's home, second floor
AR3315|Landrin's home (spiders)
AR3316|Generic home
AR3317|Borland's home
AR3318|Generic home
AR3319|Galteran's home
AR3320|Travenhurst Manor, ground floor
AR3321|Travenhurst Manor, second floor
AR3322|Travenhurst Manor, Servants' Quarters
AR3323|Generic home, ground floor
AR3324|Generic home, second floor
AR3325|Generic home, second floor
AR3326|Generic home, ground floor
AR3327|Generic home, ground floor
AR3328|Generic home, second floor
AR3329|Generic home, second floor
AR3330|Generic home, ground floor
AR3331|Generic home, ground floor (Colquatle)
AR3332|Generic home, second floor
AR3333|Firebeard Elvenhair's home, ground floor
AR3334|Firebeard Elvenhair's home, second floor
AR3335|Generic home, ground floor
AR3336|Generic home, second floor
AR3337|Generic home, second floor
AR3338|Generic home, ground floor
AR3339|Generic home, ground floor
AR3340|Generic home, second floor
AR3341|Generic home, ground floor
AR3342|Generic home, second floor
AR3343|Generic home
AR3344|Generic home
AR3345|Generic home, ground floor
AR3346|Generic home, second floor
AR3347|Generic home, ground floor
AR3348|Generic home, second floor
AR3349|Generic home, ground floor
AR3350|Generic home, second floor
AR3351|Feldepost's Inn, ground floor (Marl)
AR3352|Feldepost's Inn, second floor (Algernon)
AR3353|Generic store (Kagain)
AR3354|Generic home
AR3355|Generic home, ground floor
AR3356|Generic home, second floor
AR3357|Red Sheaf, ground floor (Perdue)
AR3400|Beregost Temple, exterior (Cattack)
AR3401|Beregost Temple, vestibule
AR3402|Beregost Temple, interior (AKA Song of the Morning, Keldath Ormlyr)
AR3500|Mutamin's Garden (Shar-Teel, Mutamin, Korax, basilisks, Tamah)
AR3600|Lighthouse (Safana, Ardrouine, Sil)
AR3601|Black Alaric's cave (flesh golems)
AR3700|Red Canyons (Bassilus, Melicamp)
AR3800|South Beregost Road
AR3802|Generic cave
AR3900|Ulcaster School, exterior (Ulcaster, Icharyd)
AR3901|Ulcaster School, dungeon
AR4000|Gullykin, exterior
AR4001|Jenkal's home, ground floor
AR4002|Jenkal's home, second floor
AR4003|Temple of Yondalla, ground floor
AR4004|Temple of Yondalla, basement
AR4005|Generic home, ground floor
AR4006|Generic home, basement
AR4007|Generic home, ground floor
AR4008|Generic home, basement
AR4009|Generic home, ground floor
AR4010|Generic home, basement
AR4011|Generic home, ground floor
AR4012|Generic home, basement
AR4013|Generic home, ground floor
AR4014|Generic home, basement
AR4100|Archaeological Site, exterior (Brage, Charleston Nib, Doomsayer)
AR4101|Archaeological Site, interior tomb
AR4200|Fisherman's Lake (Drizzt. Bjornin's half-ogres)
AR4201|Unused
AR4300|North Nashkel Road (N of Nashkel)
AR4400|Lonely Peaks (Hulrik and Arabelle, Sarhedra, Arghain)
AR4401|Generic cave (ettercaps)
AR4500|Firewine Bridge (Kahrk, Carsa, Poe, Bentan, Melium)
AR4501|Wyvern cave
AR4600|Bear River (N of Gnoll Stronghold, Larel, Nevill, Jared)
AR4700|Xvart Village (Nexlit, Ursa, Borda)
AR4701|Generic cave (cave bear)
AR4800|Nashkel (Minsc, Edwin, Berrun Ghastkill, Belching Dragon, Temple of Helm)
AR4801|Nashkel Inn
AR4802|Temple of Helm (Nalin)
AR4803|Nashkel Store
AR4804|Nashkel Manor, ground floor
AR4805|Nashkel Manor, second floor (Samantha)
AR4806|Joseph's home
AR4807|Generic farmhouse
AR4808|Generic home
AR4809|Belching Dragon Tavern (Volo)
AR4810|Nashkel barracks
AR4900|Nashkel Carnival (Branwen, Great Gazib)
AR4901|Small carnival tent (armor merchant)
AR4902|Small carnival tent (black lotus)
AR4903|Large carnival tent (Vitiare)
AR4904|Large carnival tent (gambling)
AR4905|Small carnival tent (rare potions merchant)
AR4906|Small carnival tent (Zordral and Bentha)
AR4907|Small carnival tent (magic items merchant)
AR4908|Small carnival tent (melee weapons merchant)
AR4909|Small carnival tent (ranged weapons merchant)
AR5000|Valley of the Tombs (Nashkel mines exit, Narcillicus, Hentold)
AR5001|Tombs
AR5100|Gnoll Stronghold (Dynaheir)
AR5101|Generic cave (xvarts)
AR5102|Generic cave (Tome of Leadership and Influence)
AR5103|Generic cave (cariron crawlers)
AR5200|Dryad Falls (Cloudpeak Dryad, Drienne, Ingot, Krumm, Caldo)
AR5201|Firewine Ruins (Lendarn, ogre mage, undead knights)
AR5202|Generic cave
AR5300|Fire Leaf Forest (S of Nashkel, Albert, Rufie, Vax, Sendai)
AR5400|Nashkel Mines, exterior (Prism)
AR5401|Nashkel Mines, first subterranean level (Dink)
AR5402|Nashkel Mines, second subterranean level (Kylee, Beldin)
AR5403|Nashkel Mines, third subterranean level (Joseph)
AR5404|Nashkel Mines, fourth subterranean level
AR5405|Nashkel Mines, Mulahey's lair (Xan, Mulahey)
AR5406|Mine storehouse
AR5500|Gibberling Mountains (Samuel, Hafiz)
AR5506|Candlekeep Caves (Diarmid, Prat, Sakul, Tam, Bor)
AR5600|Random encounter area
AR5601|Random encounter area
AR5610|Unused
AR5700|Random encounter area
AR5701|Random encounter area
AR5710|Unused
AR5800|Random encounter area
AR5801|Random encounter area
AR5810|Unused
AR5900|Random encounter area
AR5901|Random encounter area
AR5910|Unused
AR6000|Random encounter area
AR6001|Random encounter area
AR6010|Unused
AR6100|Random encounter area
AR6110|Unused
AR7100|Unused
AR9901|Unused
TU0015|Baldur's Gate Estate (Tutorial starts here)
TU0016|Baldur's Gate Estate (Tutorial area)
TU0017|Baldur's Gate Estate (Tutorial area)
TU0018|Baldur's Gate Estate Cellar (Tutorial area)
OH1000|Dorn - Random Encounter Area
OH2000|Neera - Adoy's Enclave, exterior
OH2010|Neera - Adoy's Enclave, interior
OH3000|Rasaad - Dark Moon temple, exterior
OH3010|Rasaad - Dark Moon temple, interior
OH3020|Rasaad - Dark Moon temple, interior
OH3100|Rasaad - Dark Moon temple, interior
OH9310|The Black Pits: Arena 1
OH9350|The Black Pits: Arena 2
OH9360|The Black Pits: Hub
BD0010|Ducal Palace City Exterior
BD0020|Sorcerous/Elf Song City Exterior
BD0030|Flaming Fist City Exterior
BD0040|Three Kegs City Exterior
BD0050|Iron Throne City Exterior
BD0060|Random Area - Cave Entrance
BD0061|Random Area - Cave Interior from BD0060
BD0062|Random Area - Cave Pool from BD0061
BD0063|Random Area - Canyon Ambush
BD0064|Random Area - Forest Paths
BD0065|Random Area - Wilderness Open Area
BD0066|Random Area - Wilderness Hole to BD0067
BD0067|Random Area - Cave Interior from BD0066
BD0070|The Scrying Pool - The Hooded Man Cutscene
BD0071|The Scrying Pool - Caelar Cutscene
BD0100|Ducal Palace, Second Floor
BD0101|Ducal Palace, Leaving BG
BD0102|Ducal Palace, First Floor
BD0103|Ducal Palace, Third Floor
BD0104|Flaming Fist HQ
BD0105|Flaming Fist HQ, Basement
BD0106|Three Old Kegs, First Floor
BD0107|Three Old Kegs, Second Floor
BD0108|Three Old Kegs, Third Floor
BD0109|Elfsong Tavern, First Floor
BD0110|Elfsong Tavern, Second Floor
BD0111|Iron Throne Floor, First Floor
BD0112|Baldur's Gate East
BD0113|Underground Cavern Wyrms
BD0114|Spider Cave
BD0115|Vampire Cavern
BD0116|Ducal Palace, Basement
BD0117|Iron Throne, Basement
BD0118|The Scrying Pool - Imoen Cutscene
BD0120|Tomb Safehouse, First Floor
BD0121|Sorcerous Sundries, First Floor
BD0122|Sorcerous Sundries, Second Floor
BD0130|Tomb Safehouse, Second Floor
BD1000|Coast Way Crossing
BD1010|Cave (generic)
BD1100|The Dig
BD1200|Lich Outpost
BD2000|Boareskyr Bridge & Bridgefort
BD2010|Cave (generic)
BD2100|Bridgefort Interior
BD3000|Allied Siege Camp
BD4000|Dragonspear Castle, Exterior
BD4100|Dragonspear Castle Keep, First Floor
BD4300|Dragonspear Castle Basement
BD4400|Avernus
BD4500|Avernus Bridge
BD4600|Avernus Interior
BD4601|Avernus Elevator
BD4700|Avernus Roof
BD5000|Underground River Entrance
BD5100|Underground River
BD5110|Ettin Ghost Cave
BD5200|The Warrens
BD5300|Kanaglym
BD6000|Abandoned Sewers & Caverns
BD6200|Sewers Exit
BD6100|The Ambush
BD7000|Coast Way Forest
BD7100|Troll Forest
BD7110|Troll Cave
BD7200|Forest of Wyrms
BD7210|Wyrm Cave
BD7220|Bugbear Stronghold
BD7230|Temple of Cyric
BD7300|Dead Man's Pass
BD7310|Hidden Cellar/Treasure Stash
BD7400|Bloodbark Grove
BD7410|Vampire Hideout
